COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
zero,60682,194,17,284975,272,18,5,very_unsat,very_little,no,3.19,LEAVE
zero,24500,74,75,661983,177,4,2,very_sat,very_high,no,5.73,STAY
zero,70439,0,0,177012,358,0,10,unsat,little,actively_looking_into_it,4.31,LEAVE
one,75065,0,56,204287,333,0,2,unsat,little,never_thought,7.46,LEAVE
zero,104388,0,0,959085,784,0,11,avg,little,no,3.90,LEAVE
zero,79954,158,22,425315,251,22,6,unsat,very_little,considering,1.25,LEAVE
one,116041,70,0,413171,543,5,10,very_unsat,little,actively_looking_into_it,3.55,STAY
one,72870,152,85,177827,302,11,2,very_unsat,very_little,no,4.60,LEAVE
zero,122877,204,12,378701,336,5,5,very_sat,very_little,actively_looking_into_it,3.86,LEAVE
zero,46615,0,71,425973,243,0,1,very_unsat,little,considering,6.72,LEAVE
zero,32984,57,13,194636,222,4,4,very_unsat,very_high,considering,4.51,LEAVE
zero,23643,222,0,205331,160,11,11,very_unsat,very_little,considering,3.78,LEAVE
one,68417,0,70,184028,323,0,2,very_unsat,little,considering,5.57,LEAVE
one,139741,0,15,239305,485,1,6,very_sat,high,no,4.28,STAY
zero,135867,0,76,536772,882,0,2,very_unsat,avg,actively_looking_into_it,6.55,LEAVE
one,106467,35,0,305070,627,5,6,very_unsat,very_little,considering,4.22,STAY
zero,92031,0,13,628736,388,1,4,very_unsat,little,considering,5.52,STAY
zero,62528,213,17,379039,376,26,5,very_sat,very_little,considering,4.65,LEAVE
one,126149,0,75,258879,719,0,1,very_unsat,very_little,never_thought,6.68,STAY
zero,83333,202,55,531552,373,17,2,unsat,very_high,considering,3.85,STAY
one,119478,43,39,531129,402,3,1,very_unsat,high,considering,7.41,LEAVE
zero,114881,0,86,902552,571,0,1,very_unsat,little,actively_looking_into_it,5.57,LEAVE
zero,128708,0,89,772529,800,0,1,unsat,little,no,5.05,LEAVE
one,76202,0,17,595631,397,1,5,very_sat,little,considering,3.29,STAY
zero,37684,0,0,860413,216,1,10,very_sat,little,never_thought,6.66,LEAVE
one,37972,216,53,838638,143,15,1,very_unsat,very_little,considering,6.60,STAY
zero,72477,0,24,779877,255,27,5,very_sat,little,no,7.27,STAY
one,140544,60,14,243518,854,5,5,avg,little,considering,3.85,STAY
one,123760,238,0,727548,808,20,12,very_sat,very_high,actively_looking_into_it,4.08,LEAVE
zero,129238,204,44,299891,219,14,2,very_unsat,very_little,no,4.93,LEAVE
zero,102634,225,0,649036,829,29,9,unsat,very_high,considering,4.08,LEAVE
zero,55004,94,18,279160,315,4,5,very_sat,high,no,3.36,STAY
one,130466,0,14,982713,622,24,4,very_unsat,little,considering,2.54,LEAVE
one,157024,216,71,462618,569,29,1,very_sat,little,never_thought,4.01,STAY
zero,43194,61,0,889917,220,3,14,avg,high,considering,5.16,LEAVE
zero,68207,0,15,741986,320,1,6,very_sat,very_little,considering,6.27,STAY
one,134606,0,17,670856,859,0,4,unsat,little,considering,1.49,LEAVE
zero,29338,0,38,922478,720,1,2,sat,little,considering,4.30,STAY
zero,28522,53,20,278901,181,5,5,very_unsat,very_little,considering,3.37,STAY
one,21505,0,0,997402,837,1,5,very_unsat,little,no,7.72,STAY
one,119068,0,0,368423,256,1,9,very_unsat,very_high,considering,4.40,STAY
zero,104831,228,13,217334,789,13,5,very_unsat,avg,considering,2.87,LEAVE
zero,148005,203,63,162077,774,26,2,very_unsat,very_little,considering,4.32,STAY
zero,41088,0,38,231863,191,19,2,very_sat,little,no,6.51,STAY
one,115919,0,7,344557,679,1,6,very_unsat,little,actively_looking_into_it,2.85,LEAVE
one,44914,59,9,982059,231,4,5,very_unsat,very_little,no,4.59,STAY
one,147266,36,0,594643,538,3,11,very_unsat,very_high,considering,3.28,LEAVE
one,99237,69,0,886544,256,3,9,sat,very_little,actively_looking_into_it,6.72,STAY
zero,62477,122,0,426031,371,15,13,unsat,little,considering,4.10,LEAVE
one,101869,0,0,541458,812,0,9,very_sat,very_high,considering,3.13,STAY
zero,85864,170,53,221119,381,29,2,very_sat,little,no,3.66,LEAVE
one,106242,0,8,788818,225,1,5,very_sat,little,no,3.89,STAY
one,35806,0,89,280329,207,5,11,very_unsat,little,never_thought,5.87,LEAVE
zero,40074,59,78,242732,159,5,2,avg,very_little,considering,6.21,STAY
zero,40116,62,0,224683,132,3,14,very_sat,little,considering,4.45,STAY
zero,81332,0,0,236279,320,0,13,very_sat,little,considering,4.24,LEAVE
one,99370,73,0,206197,300,5,14,very_sat,little,never_thought,4.38,STAY
zero,24019,66,88,769377,344,5,1,very_sat,very_little,considering,5.80,STAY
zero,55322,0,0,827928,390,1,13,very_unsat,very_high,considering,6.55,STAY
one,43407,45,0,153042,164,5,13,very_unsat,very_high,no,5.45,LEAVE
zero,70625,204,0,524587,159,16,14,very_sat,little,actively_looking_into_it,3.43,LEAVE
zero,106824,221,0,451323,422,24,8,very_unsat,very_high,actively_looking_into_it,1.97,LEAVE
zero,73306,0,80,902789,776,0,14,very_unsat,little,considering,4.95,STAY
one,68650,56,63,234101,381,3,2,very_sat,very_little,actively_looking_into_it,5.24,LEAVE
one,151647,203,76,565501,805,12,2,unsat,high,never_thought,2.97,LEAVE
one,48580,196,65,321671,192,29,2,very_unsat,little,never_thought,1.94,LEAVE
one,111333,0,40,912791,240,1,1,unsat,high,actively_looking_into_it,6.17,STAY
zero,60799,0,0,864428,397,0,15,very_unsat,very_little,perhaps,7.02,STAY
one,82479,70,66,811714,257,5,1,unsat,little,actively_looking_into_it,6.50,STAY
one,92345,0,0,388934,323,1,2,very_sat,very_high,actively_looking_into_it,4.50,LEAVE
one,122034,0,0,733810,598,1,15,avg,very_high,no,5.47,STAY
one,112928,132,0,273327,753,3,13,very_sat,avg,considering,4.68,STAY
zero,62256,156,26,872497,398,4,2,very_unsat,little,no,4.64,STAY
one,67732,213,71,759084,332,27,2,very_sat,very_little,actively_looking_into_it,5.93,LEAVE
one,35614,188,0,564240,243,25,12,very_unsat,little,actively_looking_into_it,3.62,LEAVE
one,114660,141,0,491477,630,14,15,very_unsat,little,considering,2.41,LEAVE
zero,73556,0,67,263813,327,20,1,very_unsat,little,considering,8.06,LEAVE
one,97418,0,0,362325,385,17,9,avg,very_high,no,3.70,LEAVE
one,102195,209,86,558406,475,17,2,very_unsat,avg,perhaps,4.03,LEAVE
zero,37565,212,0,910952,138,13,13,very_unsat,high,actively_looking_into_it,5.19,STAY
zero,63379,249,0,197413,319,14,9,very_unsat,little,considering,2.67,LEAVE
one,86246,0,5,333635,368,4,5,very_sat,very_high,actively_looking_into_it,4.81,LEAVE
one,159125,0,33,772092,555,1,2,very_sat,little,considering,5.31,LEAVE
one,82596,198,17,157009,328,21,6,very_sat,little,considering,4.97,STAY
zero,33222,65,16,544576,228,5,6,very_sat,little,considering,2.79,LEAVE
zero,28717,0,7,374641,137,1,4,unsat,little,no,4.07,LEAVE
zero,150307,0,22,961355,765,0,5,unsat,little,never_thought,3.94,LEAVE
one,25699,87,9,309899,168,3,5,very_unsat,very_little,considering,4.06,STAY
zero,58269,70,30,767525,355,5,1,very_sat,little,considering,6.35,STAY
one,44041,0,0,908082,193,0,10,unsat,little,considering,4.26,LEAVE
one,124666,63,43,151920,334,4,1,sat,little,considering,6.56,LEAVE
one,48804,65,0,968659,204,4,14,sat,very_high,considering,7.19,STAY
zero,78392,197,10,837204,383,24,5,sat,very_high,actively_looking_into_it,5.99,STAY
one,27370,0,67,226016,219,1,1,very_sat,high,actively_looking_into_it,5.77,LEAVE
zero,97177,26,0,160376,326,5,8,unsat,little,considering,4.04,STAY
one,143561,56,0,941861,434,5,8,very_unsat,little,considering,4.19,STAY
zero,156228,0,55,983253,402,1,2,very_sat,little,considering,5.85,LEAVE
one,74507,45,23,386189,382,3,6,very_unsat,very_little,considering,3.92,LEAVE
zero,130058,204,10,689979,741,13,6,unsat,little,actively_looking_into_it,2.76,LEAVE
zero,35860,0,76,335825,759,1,2,very_unsat,very_high,considering,5.65,LEAVE
zero,120379,64,23,153408,808,5,4,very_sat,very_high,considering,3.96,LEAVE
one,114506,59,16,503907,610,27,5,very_unsat,little,never_thought,2.72,LEAVE
zero,79648,204,9,364571,654,26,6,very_unsat,little,no,2.96,LEAVE
one,93899,222,56,317672,391,1,1,very_sat,little,actively_looking_into_it,4.93,LEAVE
zero,27628,43,18,951032,182,4,6,very_unsat,little,actively_looking_into_it,5.67,STAY
zero,28078,165,0,238016,170,20,15,very_unsat,very_high,never_thought,3.83,LEAVE
one,100926,56,0,558135,757,5,9,very_sat,very_little,actively_looking_into_it,3.46,STAY
one,99516,188,0,432518,283,10,8,very_unsat,very_high,considering,2.60,LEAVE
one,43995,0,0,463338,162,0,15,unsat,high,considering,3.81,STAY
one,21570,233,0,192063,482,21,12,avg,very_high,considering,3.17,LEAVE
one,64302,0,44,326764,266,11,2,avg,very_little,considering,6.73,LEAVE
one,95411,64,55,458181,800,4,1,very_unsat,high,actively_looking_into_it,8.22,STAY
zero,26433,0,13,200582,177,0,5,very_sat,little,considering,3.40,LEAVE
one,148767,62,0,547371,550,20,12,unsat,little,considering,3.43,LEAVE
zero,113984,0,15,323082,474,0,6,very_sat,little,considering,2.98,LEAVE
zero,64694,187,0,213377,328,18,15,very_unsat,very_little,considering,3.51,LEAVE
zero,121830,49,83,719002,442,4,1,unsat,very_little,considering,7.20,STAY
zero,148677,199,64,254804,786,16,5,very_unsat,little,considering,3.95,LEAVE
one,43047,277,67,461238,230,24,1,sat,very_little,never_thought,2.68,STAY
zero,29875,73,13,167289,134,4,4,very_unsat,very_high,actively_looking_into_it,5.37,STAY
zero,87154,0,8,156996,329,1,4,very_unsat,little,never_thought,4.70,STAY
one,84333,188,14,158271,274,27,6,unsat,little,no,4.86,LEAVE
zero,49927,67,0,302189,227,4,14,unsat,avg,never_thought,4.35,LEAVE
one,114352,78,34,174991,682,5,1,very_sat,little,considering,5.39,LEAVE
one,142073,0,0,584762,482,0,10,very_unsat,little,considering,5.00,STAY
one,150541,224,44,259192,750,19,2,very_sat,very_little,no,4.71,STAY
zero,36148,0,0,916663,178,1,14,very_unsat,little,considering,5.93,LEAVE
zero,67994,204,9,552764,312,3,15,sat,very_high,no,4.56,LEAVE
zero,119720,0,9,843488,531,0,6,sat,high,considering,4.40,LEAVE
zero,50113,35,5,303325,323,5,6,unsat,very_high,considering,3.55,STAY
zero,104725,0,0,471428,778,4,12,unsat,high,perhaps,5.27,LEAVE
one,69571,38,82,305999,282,4,1,very_unsat,very_high,perhaps,7.61,LEAVE
zero,35243,0,18,447665,178,1,10,very_sat,little,never_thought,4.33,LEAVE
zero,145259,59,0,155248,683,4,2,very_sat,very_high,no,3.61,STAY
zero,106427,0,68,273461,384,1,1,very_unsat,avg,perhaps,7.40,STAY
one,125719,0,81,856408,672,0,2,very_sat,very_high,considering,5.74,STAY
zero,97091,0,35,416006,268,3,1,unsat,little,no,7.28,LEAVE
one,85982,57,0,517686,251,5,8,very_unsat,very_little,no,4.79,LEAVE
zero,30715,25,89,340988,206,5,1,very_unsat,little,actively_looking_into_it,7.85,STAY
one,70750,0,53,296142,306,1,1,avg,very_high,no,4.77,LEAVE
zero,45771,55,7,870803,213,4,4,very_unsat,very_high,no,6.20,STAY
zero,43725,65,8,210460,199,4,5,very_unsat,very_high,never_thought,5.79,STAY
zero,111131,235,10,167893,668,19,4,very_unsat,very_little,no,4.43,LEAVE
zero,70468,199,11,288394,201,21,6,very_unsat,very_high,never_thought,2.49,LEAVE
zero,22517,248,0,809271,248,21,1,unsat,very_high,considering,7.75,STAY
one,142842,247,74,580447,677,29,1,unsat,little,considering,3.15,LEAVE
zero,45827,169,0,858683,164,13,13,very_unsat,very_little,considering,6.08,STAY
one,109856,60,39,348106,835,4,1,unsat,very_high,no,6.88,LEAVE
zero,122287,233,13,854967,873,17,4,very_sat,very_high,considering,4.26,LEAVE
zero,87087,0,0,342678,331,0,12,very_sat,very_high,no,1.44,LEAVE
one,38592,66,66,215786,146,3,1,very_sat,very_little,considering,5.07,LEAVE
one,130309,0,67,253573,770,0,2,avg,very_high,no,5.45,STAY
zero,88508,53,54,519642,392,3,1,very_sat,little,no,5.75,STAY
one,29657,37,0,201881,132,5,10,very_sat,avg,no,4.72,STAY
zero,96386,0,33,761232,326,14,1,very_unsat,very_little,actively_looking_into_it,6.71,STAY
zero,58471,95,0,853653,347,17,15,very_sat,very_little,actively_looking_into_it,7.12,STAY
zero,42970,0,0,189965,221,1,13,very_sat,little,actively_looking_into_it,3.41,STAY
one,149644,42,0,926805,564,4,8,avg,little,never_thought,3.76,LEAVE
one,105237,0,20,609888,451,1,4,very_sat,very_high,actively_looking_into_it,4.62,LEAVE
zero,23758,153,16,260775,243,13,6,unsat,little,actively_looking_into_it,1.80,LEAVE
zero,129288,187,16,810618,482,24,6,unsat,very_high,considering,2.64,LEAVE
one,72753,78,12,769523,368,3,6,avg,very_high,no,5.03,LEAVE
one,71049,42,37,416836,277,3,1,very_unsat,very_high,actively_looking_into_it,5.41,LEAVE
one,25024,58,0,965702,155,4,13,very_unsat,little,actively_looking_into_it,6.79,STAY
zero,71793,56,20,458156,253,4,6,very_sat,very_high,actively_looking_into_it,3.86,STAY
zero,79027,70,23,374307,394,3,5,unsat,very_high,considering,3.59,LEAVE
one,23915,0,19,915804,188,0,5,avg,very_little,actively_looking_into_it,8.45,STAY
zero,135611,64,70,233561,506,5,2,avg,high,actively_looking_into_it,4.60,STAY
one,30556,0,12,386138,142,1,6,unsat,very_high,actively_looking_into_it,4.32,LEAVE
one,86499,0,50,365430,324,0,12,very_sat,little,considering,5.86,LEAVE
one,58114,154,50,258444,334,26,1,unsat,high,considering,3.14,LEAVE
zero,139691,0,17,437313,741,0,6,very_unsat,very_little,no,1.86,STAY
one,30300,82,26,884596,247,4,1,very_sat,little,actively_looking_into_it,5.71,STAY
one,74848,150,9,649102,262,29,6,very_unsat,very_high,considering,6.66,LEAVE
one,79051,49,14,981772,380,4,6,unsat,little,perhaps,7.74,STAY
one,41997,0,9,235982,230,0,6,very_sat,very_little,considering,3.05,LEAVE
one,45453,0,0,938324,215,0,15,sat,little,considering,5.59,STAY
one,44852,221,0,779886,214,10,12,very_unsat,high,considering,5.77,STAY
one,139942,0,24,594352,781,1,4,unsat,very_high,never_thought,6.39,LEAVE
one,82087,0,5,499829,378,0,5,very_sat,high,considering,2.82,LEAVE
one,115326,59,63,268572,177,1,2,very_sat,high,perhaps,6.24,STAY
one,40534,47,16,798133,379,4,4,very_unsat,very_little,considering,5.27,STAY
one,110190,0,39,155368,505,1,2,very_unsat,high,no,5.44,STAY
zero,114364,146,14,805968,565,5,5,unsat,high,no,2.44,STAY
zero,29118,0,0,382277,227,1,10,very_sat,little,considering,3.47,STAY
one,26687,222,0,233982,872,14,10,very_unsat,high,considering,4.44,LEAVE
one,103720,0,72,994762,823,1,1,very_unsat,very_high,considering,5.76,LEAVE
one,137798,71,0,549599,580,4,9,very_unsat,little,considering,3.36,STAY
zero,42553,0,54,465154,209,0,1,very_unsat,little,never_thought,6.75,LEAVE
one,39343,194,0,840195,241,12,10,sat,very_high,actively_looking_into_it,5.34,STAY
one,80620,0,24,446857,340,0,6,very_unsat,little,considering,3.31,LEAVE
zero,57908,68,56,718973,700,3,2,very_sat,little,never_thought,5.44,STAY
zero,47206,0,53,790717,179,0,5,very_unsat,little,actively_looking_into_it,7.35,STAY
zero,114476,73,0,888285,836,4,11,very_sat,little,considering,3.44,LEAVE
one,57703,45,80,254938,348,4,2,unsat,very_high,actively_looking_into_it,5.21,LEAVE
zero,52481,0,42,403314,379,0,1,very_unsat,little,considering,5.59,LEAVE
one,44297,0,12,934332,249,1,1,very_unsat,very_high,considering,3.87,LEAVE
zero,155046,63,0,290634,520,1,9,very_unsat,little,perhaps,4.00,STAY
zero,107291,57,0,455426,655,3,10,unsat,high,considering,4.44,LEAVE
zero,88930,50,0,433309,340,13,11,very_unsat,very_little,no,3.43,STAY
zero,98978,58,86,491387,379,3,2,very_unsat,very_little,considering,6.15,STAY
one,125547,0,10,444633,448,0,6,very_sat,avg,actively_looking_into_it,5.26,LEAVE
zero,49692,240,9,482966,562,15,6,very_unsat,very_high,considering,2.31,LEAVE
one,132967,64,87,997019,864,5,2,very_unsat,very_little,actively_looking_into_it,5.38,STAY
one,61314,189,25,372060,300,18,1,unsat,very_high,considering,3.26,LEAVE
zero,23754,169,54,933161,145,25,1,very_sat,little,perhaps,6.54,STAY
one,47979,0,0,164195,228,1,4,very_unsat,very_high,considering,2.60,STAY
one,89424,240,58,555147,395,18,2,very_sat,little,actively_looking_into_it,2.13,LEAVE
zero,86252,50,30,727989,259,1,2,avg,very_little,considering,4.93,STAY
one,155402,195,87,818000,719,27,1,very_unsat,little,considering,2.95,LEAVE
one,52466,0,10,926952,297,1,4,sat,little,actively_looking_into_it,5.36,LEAVE
one,66404,0,24,400273,356,0,4,very_unsat,little,actively_looking_into_it,4.10,STAY
zero,23895,196,22,274512,139,29,6,unsat,little,considering,3.07,LEAVE
zero,78907,219,0,235771,339,13,13,very_unsat,little,considering,4.72,LEAVE
zero,49478,56,39,297242,162,5,1,very_sat,little,never_thought,5.96,LEAVE
one,88989,50,0,728672,345,5,15,very_sat,very_high,actively_looking_into_it,5.91,STAY
zero,92233,226,17,417601,376,12,4,very_unsat,high,considering,3.20,LEAVE
zero,37702,0,48,154544,243,0,2,unsat,little,actively_looking_into_it,6.19,STAY
one,66330,0,26,728745,311,0,1,very_unsat,avg,actively_looking_into_it,6.29,STAY
one,95346,0,21,168021,292,1,6,sat,little,no,3.21,LEAVE
zero,22329,200,88,354138,240,4,10,very_unsat,very_little,considering,1.62,LEAVE
one,158580,189,73,500514,699,24,1,very_unsat,little,considering,4.72,LEAVE
one,66625,0,85,583451,255,0,1,very_unsat,very_high,perhaps,5.38,LEAVE
zero,76025,204,0,742774,687,10,4,very_unsat,very_high,considering,4.62,STAY
one,34138,0,89,582951,194,0,2,unsat,very_high,considering,6.29,STAY
one,87694,63,0,848822,363,4,12,very_unsat,very_high,considering,5.93,STAY
zero,77611,0,0,586488,376,1,13,unsat,little,considering,5.11,LEAVE
zero,99166,51,67,286051,175,3,1,avg,high,actively_looking_into_it,5.27,STAY
zero,46990,210,0,719006,201,14,11,unsat,high,no,4.98,LEAVE
one,85937,78,5,549183,309,4,6,very_unsat,very_high,considering,4.71,STAY
one,118431,45,24,454524,756,4,4,unsat,avg,actively_looking_into_it,4.76,LEAVE
one,29534,0,73,193833,188,0,6,very_unsat,little,actively_looking_into_it,5.24,STAY
one,130844,0,0,301048,427,0,2,avg,very_high,no,5.37,STAY
one,84107,55,58,878382,267,5,2,very_unsat,very_little,actively_looking_into_it,7.34,STAY
zero,110664,175,0,152186,478,10,15,very_unsat,very_little,considering,2.65,LEAVE
one,136752,0,0,175214,794,0,15,very_unsat,little,no,3.69,LEAVE
one,143543,68,47,945166,535,4,1,very_unsat,little,considering,5.55,LEAVE
zero,42220,63,5,815498,187,4,12,very_unsat,little,considering,6.93,STAY
zero,118728,0,25,774428,588,1,1,very_unsat,very_high,no,6.15,STAY
one,128284,63,13,922156,695,4,6,very_sat,very_high,actively_looking_into_it,4.40,STAY
one,94698,45,11,402988,603,4,4,sat,avg,considering,4.18,STAY
one,28252,202,18,181973,218,18,4,very_unsat,little,considering,3.21,STAY
zero,112679,240,43,315552,412,25,2,very_unsat,very_high,actively_looking_into_it,3.67,LEAVE
zero,34672,247,10,430952,181,24,5,very_sat,very_high,actively_looking_into_it,1.35,LEAVE
zero,88428,69,0,478050,361,20,11,avg,little,never_thought,5.30,STAY
zero,38889,0,49,361405,737,0,2,avg,very_little,never_thought,6.09,LEAVE
one,34365,168,0,229209,245,18,8,unsat,little,actively_looking_into_it,2.65,LEAVE
zero,80499,0,0,165279,256,1,14,very_sat,very_high,never_thought,5.33,LEAVE
zero,44719,0,10,785411,741,0,4,very_unsat,very_high,no,6.08,STAY
zero,86523,42,76,651545,314,3,1,unsat,very_high,considering,6.32,STAY
zero,76548,0,0,420203,295,4,11,unsat,high,no,4.85,LEAVE
zero,131374,72,0,358047,647,5,14,avg,little,no,6.01,STAY
one,35499,0,78,494116,201,0,1,very_unsat,very_little,never_thought,8.74,STAY
one,106616,0,18,225655,476,0,5,unsat,little,considering,3.66,LEAVE
zero,102659,214,19,276240,554,18,6,very_sat,very_high,actively_looking_into_it,1.54,LEAVE
one,28503,52,8,540628,177,27,9,avg,very_high,no,4.30,STAY
one,144431,43,5,660640,712,4,4,very_unsat,very_little,considering,4.02,STAY
zero,149754,154,16,652036,808,15,4,very_unsat,high,considering,2.76,LEAVE
one,92737,0,9,432168,345,1,5,avg,little,actively_looking_into_it,4.56,STAY
zero,114894,77,52,962021,494,4,2,very_unsat,little,considering,6.20,LEAVE
one,41921,239,12,188515,151,15,5,very_unsat,very_little,considering,3.01,STAY
zero,95838,0,68,972399,337,4,1,very_sat,very_little,actively_looking_into_it,5.06,STAY
one,143290,40,77,348825,544,4,1,very_unsat,very_little,considering,5.90,STAY
zero,150436,0,10,634420,732,0,2,very_unsat,little,no,5.41,LEAVE
zero,41002,237,0,682336,229,29,13,very_unsat,little,considering,7.90,STAY
one,90878,0,0,769076,378,0,9,very_unsat,little,considering,6.86,STAY
one,27093,0,35,919416,191,1,2,avg,very_high,considering,5.84,STAY
one,112277,171,18,489406,747,26,4,very_unsat,avg,considering,3.84,STAY
one,55620,83,13,218261,257,5,6,very_unsat,very_little,no,3.75,STAY
one,147478,66,38,986341,721,4,2,very_unsat,little,actively_looking_into_it,4.46,STAY
one,66824,0,27,749728,288,0,2,very_unsat,very_high,actively_looking_into_it,8.27,LEAVE
one,133936,62,12,217452,431,3,5,very_sat,very_little,actively_looking_into_it,3.98,LEAVE
one,23279,56,51,397648,212,3,2,unsat,little,no,4.45,LEAVE
zero,67279,55,9,466216,393,5,1,very_unsat,very_high,actively_looking_into_it,3.47,STAY
zero,27115,0,18,302105,230,0,6,unsat,high,actively_looking_into_it,3.13,STAY
zero,25399,33,12,638497,141,5,5,sat,little,never_thought,5.42,STAY
zero,112675,0,45,893417,533,0,2,avg,little,considering,6.53,STAY
zero,32383,12,0,956333,806,4,10,very_unsat,little,no,5.68,STAY
one,68677,0,0,214512,390,1,8,avg,very_high,actively_looking_into_it,3.85,LEAVE
one,136304,68,15,485133,520,5,6,very_unsat,very_little,actively_looking_into_it,3.36,STAY
zero,42512,0,12,173378,195,1,5,unsat,little,actively_looking_into_it,4.04,LEAVE
zero,51958,159,51,574735,291,26,2,unsat,high,never_thought,4.84,LEAVE
zero,21286,66,0,327384,176,4,8,very_sat,very_little,considering,4.39,LEAVE
zero,83487,0,22,622394,373,0,6,very_unsat,very_high,actively_looking_into_it,6.54,STAY
one,20143,42,11,213115,280,5,6,very_unsat,high,actively_looking_into_it,2.67,LEAVE
one,93309,208,62,561057,306,23,8,very_unsat,little,actively_looking_into_it,4.52,STAY
one,33221,164,0,590251,241,25,9,sat,very_little,perhaps,3.07,LEAVE
zero,35947,51,14,875717,214,3,2,very_unsat,little,considering,5.51,STAY
one,78821,186,24,221544,364,20,4,unsat,avg,actively_looking_into_it,3.71,LEAVE
zero,60139,0,0,607314,312,1,13,avg,very_little,actively_looking_into_it,7.09,STAY
zero,32996,0,9,254092,190,0,13,very_unsat,very_high,no,4.55,STAY
zero,154493,0,8,385827,884,5,6,unsat,very_little,no,3.47,STAY
one,148284,0,21,214055,874,0,5,very_sat,avg,considering,3.58,STAY
one,92543,201,0,289578,360,14,8,avg,very_high,considering,3.55,LEAVE
one,93444,193,0,786223,139,11,12,very_unsat,little,considering,9.01,STAY
one,81738,23,77,258124,328,1,2,unsat,avg,no,6.04,LEAVE
zero,25379,197,0,774068,217,28,14,unsat,very_high,considering,5.50,STAY
zero,88986,59,32,447508,267,15,1,very_unsat,little,considering,6.03,LEAVE
one,128664,195,58,653214,498,11,15,very_sat,little,actively_looking_into_it,3.64,LEAVE
one,72564,180,14,737751,349,28,6,very_unsat,little,no,5.37,STAY
one,90217,0,35,168650,324,0,9,very_sat,high,considering,7.54,STAY
one,55923,0,82,794408,382,10,1,unsat,very_little,never_thought,6.32,LEAVE
zero,35122,175,70,217743,243,5,10,unsat,little,considering,3.71,LEAVE
zero,93950,0,53,238151,302,1,2,very_sat,very_high,considering,6.61,STAY
zero,96953,0,17,175195,278,0,4,unsat,very_little,considering,3.59,LEAVE
zero,29523,0,19,704858,222,0,5,unsat,high,perhaps,4.89,STAY
one,133561,183,0,360952,665,18,13,very_unsat,little,no,3.52,LEAVE
one,70168,0,15,437161,258,1,4,avg,avg,actively_looking_into_it,3.24,LEAVE
zero,127845,0,0,588562,562,0,14,unsat,very_high,considering,2.91,LEAVE
zero,51977,246,0,319065,308,14,12,very_sat,little,never_thought,4.12,LEAVE
one,37125,69,0,506296,179,5,11,very_unsat,little,perhaps,3.42,LEAVE
zero,136997,0,30,214839,800,1,4,very_sat,very_high,considering,7.47,STAY
one,21243,195,25,170643,156,23,1,avg,high,never_thought,3.71,STAY
one,36840,51,19,327480,205,3,4,unsat,little,actively_looking_into_it,4.55,LEAVE
one,46640,0,0,818663,319,1,13,unsat,high,considering,6.26,LEAVE
zero,30212,190,0,820416,171,22,12,very_sat,high,considering,6.07,LEAVE
zero,144983,0,0,312829,449,0,11,very_unsat,very_little,no,3.85,STAY
zero,54178,59,55,951949,371,4,2,unsat,high,actively_looking_into_it,7.68,STAY
zero,144388,205,0,430856,480,29,8,very_unsat,little,perhaps,4.58,LEAVE
one,124447,51,76,837343,761,5,2,very_unsat,very_high,considering,5.80,LEAVE
zero,77324,237,18,351550,285,10,6,very_unsat,little,never_thought,3.89,LEAVE
zero,60046,0,44,247706,322,0,2,very_unsat,little,actively_looking_into_it,4.67,LEAVE
zero,102047,0,0,184702,705,0,14,very_unsat,avg,no,2.88,LEAVE
one,29939,0,16,274792,214,0,4,very_sat,little,perhaps,3.93,STAY
zero,28037,234,0,284701,179,12,8,very_sat,very_little,considering,3.60,LEAVE
one,99284,0,19,918379,335,5,4,very_unsat,very_high,considering,5.15,LEAVE
zero,21748,0,68,448648,220,0,12,unsat,high,never_thought,6.94,STAY
one,87356,52,0,536608,353,24,10,very_unsat,little,never_thought,4.04,LEAVE
one,59875,57,0,290728,335,4,13,very_sat,avg,no,4.73,LEAVE
one,110414,170,32,385749,329,3,1,very_unsat,very_little,never_thought,2.26,LEAVE
one,48616,55,0,167723,202,4,10,avg,very_high,perhaps,4.40,STAY
zero,106763,0,0,179193,615,0,8,avg,very_high,considering,3.58,LEAVE
one,67712,34,78,965074,300,3,2,very_sat,very_little,actively_looking_into_it,6.56,LEAVE
zero,33214,28,31,746543,244,5,2,very_unsat,very_high,no,5.93,STAY
one,156758,193,72,166100,515,12,2,unsat,very_little,considering,3.69,LEAVE
one,113886,56,41,299103,857,5,1,very_sat,very_high,no,5.42,LEAVE
zero,150053,68,46,342839,734,5,2,unsat,very_little,never_thought,8.88,LEAVE
one,26036,278,0,479804,171,22,9,unsat,very_high,actively_looking_into_it,4.59,LEAVE
one,52056,209,8,432104,185,26,4,unsat,little,no,4.82,LEAVE
one,38846,191,27,528622,232,28,2,sat,little,actively_looking_into_it,4.77,STAY
zero,37761,0,72,166240,206,1,1,very_unsat,very_high,never_thought,5.90,LEAVE
zero,43413,178,52,424587,188,22,2,very_unsat,little,never_thought,4.18,STAY
one,78340,245,0,187798,319,26,11,very_unsat,little,considering,3.27,LEAVE
